name,review_count,rating,price,distance,category_1,category_2,category_3,yelp_bike_station_coordinates
JOE & THE JUICE,266,3.5,$$,145.09472105267199,Juice Bars & Smoothies,Cafes,Cafes,"25.790662,-80.131034"
CVS Pharmacy,61,3.0,$$,22.613818660776605,Drugstores,Pharmacy,Pharmacy,"25.790662,-80.131034"
Sushi Song,346,4.0,$$,793.2777092679413,Sushi Bars,Desserts,Desserts,"25.790662,-80.131034"
Cortadito Coffee House Lincoln Road,106,4.5,$$,571.104174056054,Coffee & Tea,Bakeries,Bakeries,"25.790662,-80.131034"
Juice & Java,459,4.0,$$,629.6641424428731,Juice Bars & Smoothies,Acai Bowls,Acai Bowls,"25.790662,-80.131034"
Full Bloom Vegan,955,4.5,$$,170.11157430043642,Vegan,Vegetarian,Vegetarian,"25.792726,-80.132148"
La Sandwicherie - Miami Beach,3163,4.5,$$,800.7713478374488,Sandwiches,French,French,"25.792726,-80.132148"
Oh Mexico -  Lincoln Road,359,4.0,$$,577.1495367785707,Mexican,Bars,Bars,"25.792726,-80.132148"
The Alley,230,4.5,$$,710.963867565225,Italian,Gelato,Gelato,"25.792726,-80.132148"
Taco Taco South Beach,660,2.5,$$,223.76478023870206,Tacos,Cocktail Bars,Cocktail Bars,"25.792726,-80.132148"
Crema Gourmet Espresso Bar,448,4.0,$$,352.61060433428725,Coffee & Tea,Sandwiches,Sandwiches,"25.792726,-80.132148"
Rosetta Bakery,592,4.0,$$,257.33568107595346,Bakeries,Coffee & Tea,Coffee & Tea,"25.792726,-80.132148"
Koa Poke and Burrito,95,4.5,$$,397.96187226163323,Poke,Japanese,Japanese,"25.792726,-80.132148"
Via Emilia 9,307,4.0,$$,1024.2514498217452,Italian,Seafood,Seafood,"25.792726,-80.132148"
Charlotte Bakery,674,4.0,$,566.997575163077,Bakeries,Venezuelan,Venezuelan,"25.792726,-80.132148"
Raising Cane's,48,4.0,$$,201.4394278886624,Fast Food,Coffee & Tea,Coffee & Tea,"25.792726,-80.132148"
Eggstaurant,201,4.5,$$,528.5054860899951,Breakfast & Brunch,American (New),American (New),"25.792726,-80.132148"
Paul - Miami Beach,495,3.0,$$,261.9588066630097,Desserts,Bakeries,Bakeries,"25.792726,-80.132148"
Cortadito Coffee House Lincoln Road,106,4.5,$$,494.474874714986,Coffee & Tea,Bakeries,Bakeries,"25.792726,-80.132148"
Miu's Tea,408,4.5,$$,516.9606425485063,Bubble Tea,Tea Rooms,Tea Rooms,"25.792726,-80.132148"
Juice & Java,459,4.0,$$,848.432878747936,Juice Bars & Smoothies,Acai Bowls,Acai Bowls,"25.792726,-80.132148"
XO Espresso Bar,92,4.5,$$,419.62749102503466,Coffee & Tea,,,"25.792726,-80.132148"
Shake Shack South Beach Miami,971,4.0,$$,829.8253020579622,American (Traditional),Ice Cream & Frozen Yogurt,Ice Cream & Frozen Yogurt,"25.792726,-80.132148"
The Frieze,414,4.0,$,748.3796861136218,Ice Cream & Frozen Yogurt,Desserts,Desserts,"25.792726,-80.132148"
Cilantro 27,63,4.5,$$,425.0521138161807,Latin American,Food Trucks,Food Trucks,"25.792726,-80.132148"
Full Bloom Vegan,955,4.5,$$,259.78461236628243,Vegan,Vegetarian,Vegetarian,"25.790084,-80.133186"
La Sandwicherie - Miami Beach,3163,4.5,$$,532.8668773482312,Sandwiches,French,French,"25.790084,-80.133186"
The Alley,230,4.5,$$,482.7930665491292,Italian,Gelato,Gelato,"25.790084,-80.133186"
Oh Mexico -  Lincoln Road,359,4.0,$$,405.67399783922906,Mexican,Bars,Bars,"25.790084,-80.133186"
Il Pastaiolo,504,4.5,$$,866.267224089569,Italian,Pizza,Pizza,"25.790084,-80.133186"
Eggstaurant,201,4.5,$$,260.0678755010802,Breakfast & Brunch,American (New),American (New),"25.790084,-80.133186"
Crema Gourmet Espresso Bar,448,4.0,$$,165.16992628501134,Coffee & Tea,Sandwiches,Sandwiches,"25.790084,-80.133186"
Charlotte Bakery,674,4.0,$,317.6819916443867,Bakeries,Venezuelan,Venezuelan,"25.790084,-80.133186"
Miu's Tea,408,4.5,$$,253.48498954555862,Bubble Tea,Tea Rooms,Tea Rooms,"25.790084,-80.133186"
Koa Poke and Burrito,95,4.5,$$,260.06775964883144,Poke,Japanese,Japanese,"25.790084,-80.133186"
Paul - Miami Beach,495,3.0,$$,50.195439977482806,Desserts,Bakeries,Bakeries,"25.790084,-80.133186"
Cortadito Coffee House Lincoln Road,106,4.5,$$,369.92097786588204,Coffee & Tea,Bakeries,Bakeries,"25.790084,-80.133186"
Via Emilia 9,307,4.0,$$,784.7784286320463,Italian,Seafood,Seafood,"25.790084,-80.133186"
Raising Cane's,48,4.0,$$,179.58825455019934,Fast Food,Coffee & Tea,Coffee & Tea,"25.790084,-80.133186"
Rosetta Bakery,592,4.0,$$,348.75665411877037,Bakeries,Coffee & Tea,Coffee & Tea,"25.790084,-80.133186"
XO Espresso Bar,92,4.5,$$,322.6405876174036,Coffee & Tea,,,"25.790084,-80.133186"
Sushi Song,346,4.0,$$,736.8500123449455,Sushi Bars,Desserts,Desserts,"25.790084,-80.133186"
The Cheesecake Factory,19,4.0,$$,130.1478173688226,Desserts,American (Traditional),American (Traditional),"25.790084,-80.133186"
Juice & Java,459,4.0,$$,563.5198428279407,Juice Bars & Smoothies,Acai Bowls,Acai Bowls,"25.790084,-80.133186"
JOE & THE JUICE,266,3.5,$$,260.06775964883144,Juice Bars & Smoothies,Cafes,Cafes,"25.790084,-80.133186"
Full Bloom Vegan,955,4.5,$$,358.61687396194753,Vegan,Vegetarian,Vegetarian,"25.790149,-80.134376"
Oh Mexico -  Lincoln Road,359,4.0,$$,286.31735813005236,Mexican,Bars,Bars,"25.790149,-80.134376"
La Sandwicherie - Miami Beach,3163,4.5,$$,588.8096160419084,Sandwiches,French,French,"25.790149,-80.134376"
Il Pastaiolo,504,4.5,$$,900.8880597155826,Italian,Pizza,Pizza,"25.790149,-80.134376"
The Alley,230,4.5,$$,564.6830685573296,Italian,Gelato,Gelato,"25.790149,-80.134376"
Cortadito Coffee House Lincoln Road,106,4.5,$$,255.3013473987021,Coffee & Tea,Bakeries,Bakeries,"25.790149,-80.134376"
Eggstaurant,201,4.5,$$,334.64543299032437,Breakfast & Brunch,American (New),American (New),"25.790149,-80.134376"
Crema Gourmet Espresso Bar,448,4.0,$$,281.8403935437526,Coffee & Tea,Sandwiches,Sandwiches,"25.790149,-80.134376"
Charlotte Bakery,674,4.0,$,398.8923536762153,Bakeries,Venezuelan,Venezuelan,"25.790149,-80.134376"
The Cheesecake Factory,19,4.0,$$,35.280938548179634,Desserts,American (Traditional),American (Traditional),"25.790149,-80.134376"
Via Emilia 9,307,4.0,$$,681.0268313423554,Italian,Seafood,Seafood,"25.790149,-80.134376"
Koa Poke and Burrito,95,4.5,$$,377.07394544990615,Poke,Japanese,Japanese,"25.790149,-80.134376"
Miu's Tea,408,4.5,$$,332.387615965827,Bubble Tea,Tea Rooms,Tea Rooms,"25.790149,-80.134376"
Paul - Miami Beach,495,3.0,$$,146.91349390286135,Desserts,Bakeries,Bakeries,"25.790149,-80.134376"
XO Espresso Bar,92,4.5,$$,218.0422535175549,Coffee & Tea,,,"25.790149,-80.134376"
Icebox Cafe - Miami Beach,691,4.0,$$,1086.498009584631,Breakfast & Brunch,American (New),American (New),"25.790149,-80.134376"
Raising Cane's,48,4.0,$$,284.55600412298287,Fast Food,Coffee & Tea,Coffee & Tea,"25.790149,-80.134376"
Shake Shack South Beach Miami,971,4.0,$$,585.1981251579226,American (Traditional),Ice Cream & Frozen Yogurt,Ice Cream & Frozen Yogurt,"25.790149,-80.134376"
Cilantro 27,63,4.5,$$,211.91216217441885,Latin American,Food Trucks,Food Trucks,"25.790149,-80.134376"
Sushi Song,346,4.0,$$,774.206598340276,Sushi Bars,Desserts,Desserts,"25.790149,-80.134376"
Oh Mexico -  Lincoln Road,359,4.0,$$,187.13784852325458,Mexican,Bars,Bars,"25.789955,-80.135398"
Full Bloom Vegan,955,4.5,$$,461.1268193595297,Vegan,Vegetarian,Vegetarian,"25.789955,-80.135398"
La Sandwicherie - Miami Beach,3163,4.5,$$,628.7733631004609,Sandwiches,French,French,"25.789955,-80.135398"
Il Pastaiolo,504,4.5,$$,916.2235125045646,Italian,Pizza,Pizza,"25.789955,-80.135398"
Cortadito Coffee House Lincoln Road,106,4.5,$$,179.89243359754937,Coffee & Tea,Bakeries,Bakeries,"25.789955,-80.135398"
The Alley,230,4.5,$$,627.1393316920615,Italian,Gelato,Gelato,"25.789955,-80.135398"
Via Emilia 9,307,4.0,$$,581.6126020613177,Italian,Seafood,Seafood,"25.789955,-80.135398"
Eggstaurant,201,4.5,$$,399.7630826347943,Breakfast & Brunch,American (New),American (New),"25.789955,-80.135398"
Crema Gourmet Espresso Bar,448,4.0,$$,379.39114901009486,Coffee & Tea,Sandwiches,Sandwiches,"25.789955,-80.135398"
XO Espresso Bar,92,4.5,$$,172.57652951407363,Coffee & Tea,,,"25.789955,-80.135398"
Charlotte Bakery,674,4.0,$,465.70951304039676,Bakeries,Venezuelan,Venezuelan,"25.789955,-80.135398"
Koa Poke and Burrito,95,4.5,$$,474.0246613216071,Poke,Japanese,Japanese,"25.789955,-80.135398"
Icebox Cafe - Miami Beach,691,4.0,$$,1005.2662661944602,Breakfast & Brunch,American (New),American (New),"25.789955,-80.135398"
Shake Shack South Beach Miami,971,4.0,$$,487.8942787914989,American (Traditional),Ice Cream & Frozen Yogurt,Ice Cream & Frozen Yogurt,"25.789955,-80.135398"
Miu's Tea,408,4.5,$$,400.70866473651415,Bubble Tea,Tea Rooms,Tea Rooms,"25.789955,-80.135398"
The Cheesecake Factory,19,4.0,$$,113.51279948833783,Desserts,American (Traditional),American (Traditional),"25.789955,-80.135398"
Paul - Miami Beach,495,3.0,$$,251.4086601349603,Desserts,Bakeries,Bakeries,"25.789955,-80.135398"
Cilantro 27,63,4.5,$$,162.44860404332266,Latin American,Food Trucks,Food Trucks,"25.789955,-80.135398"
The Frieze,414,4.0,$,359.3995953525269,Ice Cream & Frozen Yogurt,Desserts,Desserts,"25.789955,-80.135398"
Sushi Song,346,4.0,$$,793.96536840036,Sushi Bars,Desserts,Desserts,"25.789955,-80.135398"
Oh Mexico -  Lincoln Road,359,4.0,$$,145.7819999016128,Mexican,Bars,Bars,"25.791498,-80.136695"
Full Bloom Vegan,955,4.5,$$,557.5973027999642,Vegan,Vegetarian,Vegetarian,"25.791498,-80.136695"
Cortadito Coffee House Lincoln Road,106,4.5,$$,50.04454783479165,Coffee & Tea,Bakeries,Bakeries,"25.791498,-80.136695"
La Sandwicherie - Miami Beach,3163,4.5,$$,843.873215636306,Sandwiches,French,French,"25.791498,-80.136695"
The Alley,230,4.5,$$,836.5447504534039,Italian,Gelato,Gelato,"25.791498,-80.136695"
Via Emilia 9,307,4.0,$$,600.0826145944702,Italian,Seafood,Seafood,"25.791498,-80.136695"
Shake Shack South Beach Miami,971,4.0,$$,355.3092671027228,American (Traditional),Ice Cream & Frozen Yogurt,Ice Cream & Frozen Yogurt,"25.791498,-80.136695"
XO Espresso Bar,92,4.5,$$,64.19050591641664,Coffee & Tea,,,"25.791498,-80.136695"
Icebox Cafe - Miami Beach,691,4.0,$$,813.2564160696371,Breakfast & Brunch,American (New),American (New),"25.791498,-80.136695"
Rosetta Bakery,157,4.0,$$,347.23751103422626,Bakeries,Sandwiches,Sandwiches,"25.791498,-80.136695"
The Frieze,414,4.0,$,282.9313575313194,Ice Cream & Frozen Yogurt,Desserts,Desserts,"25.791498,-80.136695"
Cilantro 27,63,4.5,$$,66.25416077713056,Latin American,Food Trucks,Food Trucks,"25.791498,-80.136695"
Charlotte Bakery,674,4.0,$,672.2597437916617,Bakeries,Venezuelan,Venezuelan,"25.791498,-80.136695"
Eggstaurant,201,4.5,$$,606.9121761246324,Breakfast & Brunch,American (New),American (New),"25.791498,-80.136695"
Crema Gourmet Espresso Bar,448,4.0,$$,549.6826882720613,Coffee & Tea,Sandwiches,Sandwiches,"25.791498,-80.136695"
The Cheesecake Factory,19,4.0,$$,255.5397290908231,Desserts,American (Traditional),American (Traditional),"25.791498,-80.136695"
Miu's Tea,408,4.5,$$,606.0481785363237,Bubble Tea,Tea Rooms,Tea Rooms,"25.791498,-80.136695"
Koa Poke and Burrito,95,4.5,$$,643.8435233485067,Poke,Japanese,Japanese,"25.791498,-80.136695"
Sushi Song,346,4.0,$$,1006.250007134252,Sushi Bars,Desserts,Desserts,"25.791498,-80.136695"
Paul - Miami Beach,495,3.0,$$,390.80498335222666,Desserts,Bakeries,Bakeries,"25.791498,-80.136695"
Oh Mexico -  Lincoln Road,359,4.0,$$,110.11629117772316,Mexican,Bars,Bars,"25.791154,-80.137748"
Full Bloom Vegan,955,4.5,$$,664.1639320133402,Vegan,Vegetarian,Vegetarian,"25.791154,-80.137748"
La Sandwicherie - Miami Beach,3163,4.5,$$,885.8122823036664,Sandwiches,French,French,"25.791154,-80.137748"
Il Pastaiolo,504,4.5,$$,1144.1216371703324,Italian,Pizza,Pizza,"25.791154,-80.137748"
Cortadito Coffee House Lincoln Road,106,4.5,$$,103.37783951401072,Coffee & Tea,Bakeries,Bakeries,"25.791154,-80.137748"
Shake Shack South Beach Miami,971,4.0,$$,244.82348355252137,American (Traditional),Ice Cream & Frozen Yogurt,Ice Cream & Frozen Yogurt,"25.791154,-80.137748"
The Alley,230,4.5,$$,895.7505814394402,Italian,Gelato,Gelato,"25.791154,-80.137748"
Via Emilia 9,307,4.0,$$,509.04362583406777,Italian,Seafood,Seafood,"25.791154,-80.137748"
Icebox Cafe - Miami Beach,691,4.0,$$,734.8570635426992,Breakfast & Brunch,American (New),American (New),"25.791154,-80.137748"
Rosetta Bakery,157,4.0,$$,241.22767740893542,Bakeries,Sandwiches,Sandwiches,"25.791154,-80.137748"
XO Espresso Bar,92,4.5,$$,170.348261794699,Coffee & Tea,,,"25.791154,-80.137748"
The Frieze,414,4.0,$,177.70732350079248,Ice Cream & Frozen Yogurt,Desserts,Desserts,"25.791154,-80.137748"
Cilantro 27,63,4.5,$$,167.73469799794586,Latin American,Food Trucks,Food Trucks,"25.791154,-80.137748"
Carrot Express - Miami Beach,367,4.0,$$,389.844410167363,Juice Bars & Smoothies,Salad,Salad,"25.791154,-80.137748"
Charlotte Bakery,674,4.0,$,735.7816268881166,Bakeries,Venezuelan,Venezuelan,"25.791154,-80.137748"
Sushi Song,346,4.0,$$,1029.4646411184851,Sushi Bars,Desserts,Desserts,"25.791154,-80.137748"
Koa Poke and Burrito,95,4.5,$$,731.8751036804545,Poke,Japanese,Japanese,"25.791154,-80.137748"
Eggstaurant,201,4.5,$$,669.8161825585155,Breakfast & Brunch,American (New),American (New),"25.791154,-80.137748"
Maison Valentine,127,4.5,$$,503.08880376236505,Custom Cakes,Patisserie/Cake Shop,Patisserie/Cake Shop,"25.791154,-80.137748"
Apple A Day Cafe,385,4.0,$$,517.9038486264437,Juice Bars & Smoothies,Salad,Salad,"25.791154,-80.137748"
Oh Mexico -  Lincoln Road,359,4.0,$$,176.45545403970368,Mexican,Bars,Bars,"25.790727,-80.138923"
Full Bloom Vegan,955,4.5,$$,785.4298752456442,Vegan,Vegetarian,Vegetarian,"25.790727,-80.138923"
La Sandwicherie - Miami Beach,3163,4.5,$$,943.2720834388291,Sandwiches,French,French,"25.790727,-80.138923"
Il Pastaiolo,504,4.5,$$,1172.3198524100294,Italian,Pizza,Pizza,"25.790727,-80.138923"
Shake Shack South Beach Miami,971,4.0,$$,125.49978176224191,American (Traditional),Ice Cream & Frozen Yogurt,Ice Cream & Frozen Yogurt,"25.790727,-80.138923"
Cortadito Coffee House Lincoln Road,106,4.5,$$,223.2335965057816,Coffee & Tea,Bakeries,Bakeries,"25.790727,-80.138923"
Via Emilia 9,307,4.0,$$,415.1934629975961,Italian,Seafood,Seafood,"25.790727,-80.138923"
The Alley,230,4.5,$$,970.5683687111948,Italian,Gelato,Gelato,"25.790727,-80.138923"
Rosetta Bakery,157,4.0,$$,137.22636707056557,Bakeries,Sandwiches,Sandwiches,"25.790727,-80.138923"
Icebox Cafe - Miami Beach,691,4.0,$$,661.8911814542039,Breakfast & Brunch,American (New),American (New),"25.790727,-80.138923"
Abbey Brewing Company,415,4.5,$$,237.3216739361525,Breweries,Cocktail Bars,Cocktail Bars,"25.790727,-80.138923"
The Frieze,414,4.0,$,80.0075220727497,Ice Cream & Frozen Yogurt,Desserts,Desserts,"25.790727,-80.138923"
XO Espresso Bar,92,4.5,$$,295.2570440144318,Coffee & Tea,,,"25.790727,-80.138923"
Carrot Express - Miami Beach,367,4.0,$$,338.9693117086193,Juice Bars & Smoothies,Salad,Salad,"25.790727,-80.138923"
Maison Valentine,127,4.5,$$,411.9659793382972,Custom Cakes,Patisserie/Cake Shop,Patisserie/Cake Shop,"25.790727,-80.138923"
Charlotte Bakery,674,4.0,$,817.0559129554816,Bakeries,Venezuelan,Venezuelan,"25.790727,-80.138923"
Necessary Purveyor,69,5.0,$$,358.2930339978261,Sandwiches,Specialty Food,Specialty Food,"25.790727,-80.138923"
Apple A Day Cafe,385,4.0,$$,402.8853630258836,Juice Bars & Smoothies,Salad,Salad,"25.790727,-80.138923"
Eggstaurant,201,4.5,$$,751.6690677341384,Breakfast & Brunch,American (New),American (New),"25.790727,-80.138923"
Sushi Song,346,4.0,$$,1065.160384011685,Sushi Bars,Desserts,Desserts,"25.790727,-80.138923"
Oh Mexico -  Lincoln Road,359,4.0,$$,328.15378857482807,Mexican,Bars,Bars,"25.7917516,-80.1400728"
Full Bloom Vegan,955,4.5,$$,896.1969885037402,Vegan,Vegetarian,Vegetarian,"25.7917516,-80.1400728"
Shake Shack South Beach Miami,971,4.0,$$,101.06945041713986,American (Traditional),Ice Cream & Frozen Yogurt,Ice Cream & Frozen Yogurt,"25.7917516,-80.1400728"
La Sandwicherie - Miami Beach,3163,4.5,$$,1104.1717487528585,Sandwiches,French,French,"25.7917516,-80.1400728"
Icebox Cafe - Miami Beach,691,4.0,$$,501.7197919324989,Breakfast & Brunch,American (New),American (New),"25.7917516,-80.1400728"
The Alley,230,4.5,$$,1127.201041969996,Italian,Gelato,Gelato,"25.7917516,-80.1400728"
Via Emilia 9,307,4.0,$$,504.5130571465523,Italian,Seafood,Seafood,"25.7917516,-80.1400728"
Rosetta Bakery,157,4.0,$$,54.19795387561632,Bakeries,Sandwiches,Sandwiches,"25.7917516,-80.1400728"
Cortadito Coffee House Lincoln Road,106,4.5,$$,344.45265924418044,Coffee & Tea,Bakeries,Bakeries,"25.7917516,-80.1400728"
Carrot Express - Miami Beach,367,4.0,$$,180.94753778110493,Juice Bars & Smoothies,Salad,Salad,"25.7917516,-80.1400728"
The Frieze,414,4.0,$,222.09189818441482,Ice Cream & Frozen Yogurt,Desserts,Desserts,"25.7917516,-80.1400728"
Avo Miami ,55,4.5,$$,476.2530279993066,Breakfast & Brunch,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.7917516,-80.1400728"
Abbey Brewing Company,415,4.5,$$,303.5122639181534,Breweries,Cocktail Bars,Cocktail Bars,"25.7917516,-80.1400728"
True Loaf,168,4.5,$$,471.950249389089,Bakeries,,,"25.7917516,-80.1400728"
Necessary Purveyor,69,5.0,$$,376.9876715628138,Sandwiches,Specialty Food,Specialty Food,"25.7917516,-80.1400728"
Apple A Day Cafe,385,4.0,$$,447.64536795538544,Juice Bars & Smoothies,Salad,Salad,"25.7917516,-80.1400728"
Maison Valentine,127,4.5,$$,505.68759946779375,Custom Cakes,Patisserie/Cake Shop,Patisserie/Cake Shop,"25.7917516,-80.1400728"
Eggstaurant,201,4.5,$$,905.0139116241061,Breakfast & Brunch,American (New),American (New),"25.7917516,-80.1400728"
Master's Pizza Pasta & Grill,152,3.5,$$,161.38670581420138,Pizza,Italian,Italian,"25.7917516,-80.1400728"
Sushi Song,346,4.0,$$,1226.834206154819,Sushi Bars,Desserts,Desserts,"25.7917516,-80.1400728"
Via Emilia 9,307,4.0,$$,398.08164205625826,Italian,Seafood,Seafood,"25.79034,-80.142303"
Oh Mexico -  Lincoln Road,359,4.0,$$,507.7379111859754,Mexican,Bars,Bars,"25.79034,-80.142303"
Shake Shack South Beach Miami,971,4.0,$$,220.91998133499308,American (Traditional),Ice Cream & Frozen Yogurt,Ice Cream & Frozen Yogurt,"25.79034,-80.142303"
Icebox Cafe - Miami Beach,691,4.0,$$,482.2485648184511,Breakfast & Brunch,American (New),American (New),"25.79034,-80.142303"
Apple A Day Cafe,385,4.0,$$,280.16322338975334,Juice Bars & Smoothies,Salad,Salad,"25.79034,-80.142303"
Rosetta Bakery,157,4.0,$$,238.7017577431496,Bakeries,Sandwiches,Sandwiches,"25.79034,-80.142303"
Abbey Brewing Company,415,4.5,$$,242.0665566111173,Breweries,Cocktail Bars,Cocktail Bars,"25.79034,-80.142303"
Necessary Purveyor,69,5.0,$$,192.7553549656258,Sandwiches,Specialty Food,Specialty Food,"25.79034,-80.142303"
Avo Miami ,55,4.5,$$,467.64040394361575,Breakfast & Brunch,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.79034,-80.142303"
Carrot Express - Miami Beach,367,4.0,$$,345.91377494054,Juice Bars & Smoothies,Salad,Salad,"25.79034,-80.142303"
The Frieze,414,4.0,$,333.9990577216811,Ice Cream & Frozen Yogurt,Desserts,Desserts,"25.79034,-80.142303"
Maison Valentine,127,4.5,$$,407.17354111309197,Custom Cakes,Patisserie/Cake Shop,Patisserie/Cake Shop,"25.79034,-80.142303"
Cortadito Coffee House Lincoln Road,106,4.5,$$,564.2801886623528,Coffee & Tea,Bakeries,Bakeries,"25.79034,-80.142303"
True Loaf,168,4.5,$$,468.8700818333553,Bakeries,,,"25.79034,-80.142303"
Trader Joe's,77,4.5,$$,162.46555803594194,Grocery,,,"25.79034,-80.142303"
CAO Bakery & Cafe,133,4.0,$,490.55030758381787,Coffee & Tea,Cuban,Cuban,"25.79034,-80.142303"
Master's Pizza Pasta & Grill,152,3.5,$$,258.51153205585604,Pizza,Italian,Italian,"25.79034,-80.142303"
Suite Habana Cafe,203,5.0,$$,5416.135404296069,Coffee & Tea,Bakeries,Bakeries,"25.79034,-80.142303"
Delicious Raw Kitchen & Juice Bar,73,4.5,$$,454.983802602499,Vegan,Vegetarian,Vegetarian,"25.79034,-80.142303"
Sobe Liquors,34,4.0,$$,182.01670597459912,"Beer, Wine & Spirits",,,"25.79034,-80.142303"
Icebox Cafe - Miami Beach,691,4.0,$$,512.8182106560971,Breakfast & Brunch,American (New),American (New),"25.791421,-80.148155"
Via Emilia 9,307,4.0,$$,910.2864920008363,Italian,Seafood,Seafood,"25.791421,-80.148155"
Avo Miami ,55,4.5,$$,531.9947255531425,Breakfast & Brunch,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.791421,-80.148155"
True Loaf,168,4.5,$$,541.5336722483174,Bakeries,,,"25.791421,-80.148155"
Shake Shack South Beach Miami,971,4.0,$$,802.046806866749,American (Traditional),Ice Cream & Frozen Yogurt,Ice Cream & Frozen Yogurt,"25.791421,-80.148155"
Apple A Day Cafe,385,4.0,$$,772.5718929412761,Juice Bars & Smoothies,Salad,Salad,"25.791421,-80.148155"
The Frieze,414,4.0,$,931.184105177769,Ice Cream & Frozen Yogurt,Desserts,Desserts,"25.791421,-80.148155"
CAO Bakery & Cafe,133,4.0,$,904.6016874537199,Coffee & Tea,Cuban,Cuban,"25.791421,-80.148155"
Maison Valentine,127,4.5,$$,924.0851770279177,Custom Cakes,Patisserie/Cake Shop,Patisserie/Cake Shop,"25.791421,-80.148155"
Carrot Express - Miami Beach,367,4.0,$$,750.7749808156783,Juice Bars & Smoothies,Salad,Salad,"25.791421,-80.148155"
Delicious Raw Kitchen & Juice Bar,73,4.5,$$,517.5354193466262,Vegan,Vegetarian,Vegetarian,"25.791421,-80.148155"
Abbey Brewing Company,415,4.5,$$,823.5526817038849,Breweries,Cocktail Bars,Cocktail Bars,"25.791421,-80.148155"
Necessary Purveyor,69,5.0,$$,713.931336945715,Sandwiches,Specialty Food,Specialty Food,"25.791421,-80.148155"
Rosetta Bakery,157,4.0,$$,801.2213897733354,Bakeries,Sandwiches,Sandwiches,"25.791421,-80.148155"
Jungle Vibes,43,4.5,$$,1075.208743716175,Juice Bars & Smoothies,,,"25.791421,-80.148155"
Panther Coffee,231,4.0,$$,541.0687867861881,Coffee & Tea,Coffee Roasteries,Coffee Roasteries,"25.791421,-80.148155"
Trader Joe's,77,4.5,$$,602.1449409797664,Grocery,,,"25.791421,-80.148155"
Sunny Poke,53,4.0,$$,570.5232828367732,Asian Fusion,Hawaiian,Hawaiian,"25.791421,-80.148155"
Sunset Juice Cafe,92,3.5,$$,845.535563925231,Juice Bars & Smoothies,Coffee & Tea,Coffee & Tea,"25.791421,-80.148155"
Dr Smood - Sunset Harbour Organic Cafe,55,3.5,$$,499.4789681916961,Coffee & Tea,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.791421,-80.148155"
Icebox Cafe - Miami Beach,691,4.0,$$,105.88624407870023,Breakfast & Brunch,American (New),American (New),"25.793401,-80.1444"
Avo Miami ,55,4.5,$$,110.74562209725251,Breakfast & Brunch,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.793401,-80.1444"
True Loaf,168,4.5,$$,118.66429598724058,Bakeries,,,"25.793401,-80.1444"
Oh Mexico -  Lincoln Road,359,4.0,$$,797.1700106121659,Mexican,Bars,Bars,"25.793401,-80.1444"
Via Emilia 9,307,4.0,$$,797.8361887907832,Italian,Seafood,Seafood,"25.793401,-80.1444"
Delicious Raw Kitchen & Juice Bar,73,4.5,$$,93.74508449660694,Vegan,Vegetarian,Vegetarian,"25.793401,-80.1444"
Shake Shack South Beach Miami,971,4.0,$$,509.9606153409983,American (Traditional),Ice Cream & Frozen Yogurt,Ice Cream & Frozen Yogurt,"25.793401,-80.1444"
Panther Coffee,231,4.0,$$,136.63861971593548,Coffee & Tea,Coffee Roasteries,Coffee Roasteries,"25.793401,-80.1444"
Carrot Express - Miami Beach,367,4.0,$$,349.3940528938509,Juice Bars & Smoothies,Salad,Salad,"25.793401,-80.1444"
Sunny Poke,53,4.0,$$,149.977539727183,Asian Fusion,Hawaiian,Hawaiian,"25.793401,-80.1444"
Apple A Day Cafe,385,4.0,$$,674.7196459671602,Juice Bars & Smoothies,Salad,Salad,"25.793401,-80.1444"
Trader Joe's,77,4.5,$$,287.06912572349427,Grocery,,,"25.793401,-80.1444"
The Frieze,414,4.0,$,660.2020648113687,Ice Cream & Frozen Yogurt,Desserts,Desserts,"25.793401,-80.1444"
Cortadito Coffee House Lincoln Road,106,4.5,$$,811.9772047472595,Coffee & Tea,Bakeries,Bakeries,"25.793401,-80.1444"
Master's Pizza Pasta & Grill,152,3.5,$$,312.3783937116354,Pizza,Italian,Italian,"25.793401,-80.1444"
Maison Valentine,127,4.5,$$,807.0738587804456,Custom Cakes,Patisserie/Cake Shop,Patisserie/Cake Shop,"25.793401,-80.1444"
Dr Smood - Sunset Harbour Organic Cafe,55,3.5,$$,66.58701053113636,Coffee & Tea,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.793401,-80.1444"
Rosetta Bakery,157,4.0,$$,486.69514349176376,Bakeries,Sandwiches,Sandwiches,"25.793401,-80.1444"
CAO Bakery & Cafe,133,4.0,$,875.3545191335689,Coffee & Tea,Cuban,Cuban,"25.793401,-80.1444"
Abbey Brewing Company,415,4.5,$$,631.393969603791,Breweries,Cocktail Bars,Cocktail Bars,"25.793401,-80.1444"
Full Bloom Vegan,955,4.5,$$,403.6865379617289,Vegan,Vegetarian,Vegetarian,"25.792573,-80.134979"
Oh Mexico -  Lincoln Road,359,4.0,$$,340.4820798348378,Mexican,Bars,Bars,"25.792573,-80.134979"
